rxn_id,source_id,rxn_type,temperature_degC,time_h,atmosphere,scale_mol,concentration_moll,stmat_1_smiles,stmat_1_eq,reagent_1_smiles,reagent_1_eq,reagent_2_smiles,reagent_2_eq,reagent_3_smiles,reagent_3_eq,reagent_4_smiles,reagent_4_eq,catalyst_1_smiles,catalyst_1_eq,catalyst_2_smiles,catalyst_2_eq,ligand_1_smiles,ligand_1_eq,ligand_2_smiles,ligand_2_eq,additive_1_smiles,additive_1_eq,solvent_1_smiles,solvent_1_fraction,solvent_2_smiles,solvent_2_fraction,product_1_smiles,product_1_yield,product_1_yieldtype,product_2_smiles,product_2_yield,product_2_yieldtype
89,10.1002/anie.202007144 ,,,,,,,CC1=NN(C2=CC=CC=C2)C(C)=C1,,,BrC1CCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1=NN(C(C)=C1)C2=CC=CC(B3OC(C)(C)C(C)(C)O3)=C2,0.58,,,,
90,10.1002/anie.202007144 ,,,,,,,CC1=NN(C2=CC=CC=C2)C(C)=C1,,,BrC1CCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1=NN(C(C)=C1)C2=CC=CC(B3OC(C)(C)C(C)(C)O3)=C2,0.62,,,,
91,10.1002/anie.202007144 ,,,,,,,CC1=NN(C2=CC=CC=C2)C(C)=C1,,,BrC1CCCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1=NN(C(C)=C1)C2=CC=CC(B3OC(C)(C)C(C)(C)O3)=C2,0.96,,,,
92,10.1002/anie.202007144 ,,,,,,,CC1=NN(C2=CC=CC=C2)C(C)=C1,,,BrC1CCCCCCC1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1=NN(C(C)=C1)C2=CC=CC(B3OC(C)(C)C(C)(C)O3)=C2,0.96,,,,
93,10.1002/anie.202007144 ,,,,,,,CC1=NN(C2=CC=CC=C2)C(C)=C1,,,Br[C@@H]1[C@@H]2CC[C@@H](C2)C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1=NN(C(C)=C1)C2=CC=CC(B3OC(C)(C)C(C)(C)O3)=C2,0.37,,,,
94,10.1002/anie.202007144 ,,,,,,,CC1=NN(C2=CC=CC=C2)C(C)=C1,,,CC(Br)CC,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1=NN(C(C)=C1)C2=CC=CC(B3OC(C)(C)C(C)(C)O3)=C2,0.92,,,,
95,10.1002/anie.202007144 ,,,,,,,CC1=NN(C2=CC=CC=C2)C(C)=C1,,,CC(Br)CCC,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1=NN(C(C)=C1)C2=CC=CC(B3OC(C)(C)C(C)(C)O3)=C2,0.91,,,,
96,10.1002/anie.202007144 ,,,,,,,CC1=NN(C2=CC=CC=C2)C(C)=C1,,,BrCC(C)(C)C,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C1=C(C)C=C(C)C=C1C,,CC(C)(C)C1=CC=CC=C1,,,,CC1=NN(C(C)=C1)C2=CC=CC(B3OC(C)(C)C(C)(C)O3)=C2,0.32,,,,
97,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,ClCC1=CC=C(OC)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.55,,,,
98,10.1021/acscatal.9b04592,,,,,,,COC(C=C1)=CC=C1C2=NC=CC=C2,,,ClCC1=CC=C(OC)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,COC1=CC=C(C2=NC=CC=C2)C=C1B3OC(C)(C)C(C)(C)O3,0.62,,,,
99,10.1021/acscatal.9b04592,,,,,,,COC1=CC(C2=CC=CC=C2)=NC=C1,,,ClCC1=CC=C(OC)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC(OC)=C3)=CC=C2,0.65,,,,
100,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NC=CC=N1,,,ClCC1=CC=C(OC)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC=N3)=CC=C2)O1,0.59,,,,
101,10.1021/acscatal.9b04592,,,,,,,FC(C=C1)=CC=C1C2=NC=CC=N2,,,ClCC1=CC=C(OC)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,FC1=CC=C(C2=NC=CC=N2)C=C1B3OC(C)(C)C(C)(C)O3,0.51,,,,
102,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NCCO1,,,ClCC1=CC=C(OC)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NCCO3)=CC=C2)O1,0.6,,,,
103,10.1021/acscatal.9b04592,,,,,,,BrC(C=C1)=CC=C1C2=NCCO2,,,ClCC1=CC=C(OC)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NCCO3)=CC=C2Br)O1,0.5,,,,
104,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NC=CC=N1,,,ClCC1=CC=CC=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC=N3)=CC=C2)O1,0.52,,,,
105,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NC=CC=N1,,,ClC(C)C1=CC=CC=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC=N3)=CC=C2)O1,0.68,,,,
106,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NC=CC=N1,,,ClC(C)C1=CC=C(F)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC=N3)=CC=C2)O1,0.81,,,,
107,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,ClC(C)C1=CC=CC=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.74,,,,
108,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NC=CC=N1,,,ClC(C)C1=CC=CC=C1Cl,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NC=CC=N3)=CC=C2)O1,0.52,,,,
109,10.1021/acscatal.9b04592,,,,,,,CC(C=C1)=CC=C1C2=NCCO2,,,ClC(C)C1=CC=CC=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC(C3=NCCO3)=CC=C2)O1,0.52,,,,
110,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,ClCC1=CC=C(OC)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2],,,,,,,,,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2C3=NC=CC=C3)O1,0.91,,,,
111,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,ClCC1=CC=C(OC)C=C1,,,,,,,F[P-](F)(F)(F)(F)F.N#CC.N#CC.N#CC.N#CC.[Ru+2]C1=CC=CC=C1C2=NC=CC=C2,,,,,,,,,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2C3=NC=CC=C3)O1,0.23,,,,
112,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,ClCC1=CC=C(OC)C=C1,,,,,,,F[P-](F)(F)(F)(F)F.N#CC.N#CC.N#CC.N#CC.[Ru+2]C1=CC=CC=C1C2=NC=CC=C2,,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.07,,,,
113,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,ClCC1=CC=C(OC)C=C1,,,,,,,F[P-](F)(F)(F)(F)F.N#CC.N#CC.N#CC.N#CC.[Ru+2]C1=CC=CC=C1C2=NC=CC=C2,,,,,,,,[K]OC(C)=O,,C1COCCO1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2C3=NC=CC=C3)O1,0.76,,,,
114,10.1021/acscatal.9b04592,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,ClCC1=CC=C(OC)C=C1,,,,,,,F[P-](F)(F)(F)(F)F.N#CC.N#CC.N#CC.N#CC.[Ru+2]C1=CC=CC=C1C2=NC=CC=C2,,,,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,,,[K]OC(C)=O,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.95,,,,
115,10.1002/anie.201909457,,,,,,,FC(C=CC=C1)=C1C2=NC=CC=C2,,,BrC1=C(C#N)C=CC=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,CC1=C(C(O)=O)C(C)=CC(C)=C1,,CC1=CC=CC=C1,,,,FC1=C(C2=NC=CC=C2)C(B3OC(C)(C)C(C)(C)O3)=CC=C1,0.87,,,,
116,10.1002/anie.201909457,,,,,,,CN(C(C=CC=C1)=C1C2=NC=CC=C2)C,,,BrC1=C(C#N)C=CC=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,CC1=C(C(O)=O)C(C)=CC(C)=C1,,CC1=CC=CC=C1,,,,CN(C)C1=C(C2=NC=CC=C2)C(B3OC(C)(C)C(C)(C)O3)=CC=C1,0.61,,,,
117,10.1002/anie.201909457,,,,,,,CC(C=CC=C1)=C1C2=NC=CC=C2,,,BrC1=C(C#N)C=CC=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,CC1=C(C(O)=O)C(C)=CC(C)=C1,,CC1=CC=CC=C1,,,,CC1=C(C2=NC=CC=C2)C(B3OC(C)(C)C(C)(C)O3)=CC=C1,0.48,,,,
118,10.1002/anie.201909457,,,,,,,CC1=CC=CC(C2=NC=CC=C2)=C1,,,BrC1=C(C#N)C=CC=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,CC1=C(C(O)=O)C(C)=CC(C)=C1,,CC1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=C(C)C=C2C3=NC=CC=C3)O1,0.08,,,,
119,10.1002/anie.201909457,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,BrC1=C(C#N)C=CC=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,CC1=C(C(O)=O)C(C)=CC(C)=C1,,CC1=CC=CC=C1,,,,CC1(C)C(C)(C)OB(C2=CC=CC=C2C3=NC=CC=C3)O1,0.08,,,,
120,10.1002/anie.201909457,,,,,,,CC(C(C=CC=C1)=C1C2=NC=CC=C2)C,,,BrC1=C(C#N)C=CC=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,CC1=C(C(O)=O)C(C)=CC(C)=C1,,CC1=CC=CC=C1,,,,CC(C)C1=C(C2=NC=CC=C2)C(B3OC(C)(C)C(C)(C)O3)=CC=C1,0.08,,,,
121,10.1002/anie.201909457,,,,,,,FC(C=C1)=CC=C1CC(C=CC=C2)=C2C3=NC=CC=C3,,,BrC1=C(C#N)C=CC=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,CC1=C(C(O)=O)C(C)=CC(C)=C1,,CC1=CC=CC=C1,,,,FC1=CC=C(CC2=C(C3=NC=CC=C3)C(B4OC(C)(C)C(C)(C)O4)=CC=C2)C=C1,0.05,,,,
122,10.1021/ol200366n,,,,,,,COC(C=C1)=CC=C1C2=NC=CC=C2,,,CCCCCCBr,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,,CN1CCCC1=O,,,,COC1=CC=C(C2=NC=CC=C2)C(B3OC(C)(C)C(C)(C)O3)=C1,0.53,,,,
123,10.1021/ol200366n,,,,,,,COC(C=C1)=CC=C1C2=NC=CC=C2,,,CCCCCCBr,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,CC1=C(C(O)=O)C(C)=CC(C)=C1,,CN1CCCC1=O,,,,COC1=CC=C(C2=NC=CC=C2)C(B3OC(C)(C)C(C)(C)O3)=C1,0.48,,,,
124,10.1021/ol200366n,,,,,,,COC(C=C1)=CC=C1C2=NC=CC=C2,,,CCCCCCBr,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,CC1=C(C(O)=O)C(C)=CC(C)=C1,,[H]O[H],,,,COC1=CC=C(C2=NC=CC=C2)C(B3OC(C)(C)C(C)(C)O3)=C1,0.52,,,,
125,10.1021/ol200366n,,,,,,,COC(C=C1)=CC=C1C2=NC=CC=C2,,,CCCCCCBr,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,CC1=C(C(O)=O)C(C)=CC(C)=C1,,,,,,COC1=CC=C(C2=NC=CC=C2)C(B3OC(C)(C)C(C)(C)O3)=C1,0.46,,,,
126,10.1021/ol200366n,,,,,,,C/C(C1=CC=C(C)C=C1)=N\C2=CC=C(OC)C=C2,,,CCCCCCBr,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,,CC1=CC=CC(C)=C1,,,,C/C(C1=CC=C(C=C1B2OC(C)(C)C(C)(C)O2)C)=N\C3=CC=C(C=C3)OC,0.77,,,,
127,10.1021/ol200366n,,,,,,,C/C(C1=CC=CC=C1)=N\C2=CC=C(OC)C=C2,,,CCCCCBr,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,,CC1=CC=CC(C)=C1,,,,C/C(C1=CC=CC=C1B2OC(C)(C)C(C)(C)O2)=N\C3=CC=C(C=C3)OC,0.81,,,,
128,10.1021/ol200366n,,,,,,,C/C(C1=CC=CC=C1)=N\C2=CC=C(OC)C=C2,,,CCCCCCBr,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,,CC1=CC=CC(C)=C1,,,,C/C(C1=CC=CC=C1B2OC(C)(C)C(C)(C)O2)=N\C3=CC=C(C=C3)OC,0.73,,,,
129,10.1021/ol200366n,,,,,,,C/C(C1=CC=CC=C1)=N\C2=CC=C(OC)C=C2,,,BrCCCCCCCC,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,,CC1=CC=CC(C)=C1,,,,C/C(C1=CC=CC=C1B2OC(C)(C)C(C)(C)O2)=N\C3=CC=C(C=C3)OC,0.58,,,,
130,10.1021/ol200366n,,,,,,,C/C(C1=CC=CC=C1)=N\C2=CC=C(OC)C=C2,,,BrCCCCCCCCCC,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,,CC1=CC=CC(C)=C1,,,,C/C(C1=CC=CC=C1B2OC(C)(C)C(C)(C)O2)=N\C3=CC=C(C=C3)OC,0.73,,,,
131,10.1021/ol200366n,,,,,,,C/C(C1=CC=CC=C1)=N\C2=CC=C(OC)C=C2,,,BrCCCCCCCCCCCC,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,,CC1=CC=CC(C)=C1,,,,C/C(C1=CC=CC=C1B2OC(C)(C)C(C)(C)O2)=N\C3=CC=C(C=C3)OC,0.77,,,,
132,10.1021/ol200366n,,,,,,,C/C(C1=CC=C(F)C=C1)=N\C2=CC=C(OC)C=C2,,,CCCCCCBr,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,,CC1=CC=CC(C)=C1,,,,C/C(C1=CC=C(F)C=C1B2OC(C)(C)C(C)(C)O2)=N\C3=CC=C(C=C3)OC,0.76,,,,
133,10.1021/ol200366n,,,,,,,C/C(C1=CC=C(F)C=C1)=N\C2=CC=C(OC)C=C2,,,BrCCCCCCCC,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,,CC1=CC=CC(C)=C1,,,,C/C(C1=CC=C(F)C=C1B2OC(C)(C)C(C)(C)O2)=N\C3=CC=C(C=C3)OC,0.66,,,,
134,10.1021/ol200366n,,,,,,,C/C(C1=CC=C(F)C=C1)=N\C2=CC=C(OC)C=C2,,,BrCCCCCCCCCC,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,,CC1=CC=CC(C)=C1,,,,C/C(C1=CC=C(F)C=C1B2OC(C)(C)C(C)(C)O2)=N\C3=CC=C(C=C3)OC,0.63,,,,
135,10.1021/ol200366n,,,,,,,C/C(C1=CC=C(F)C=C1)=N\C2=CC=C(OC)C=C2,,,BrCCCCCCCCCCCC,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1,,CC1=CC=CC(C)=C1,,,,C/C(C1=CC=C(F)C=C1B2OC(C)(C)C(C)(C)O2)=N\C3=CC=C(C=C3)OC,0.69,,,,
136,10.1021/ja208286b,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,CC1=CC=C(S(=O)(Cl)=O)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,,,C1COCCO1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.27,,,,
137,10.1021/ja208286b,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,CC1=CC=C(S(=O)(Cl)=O)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,,,CCOC(C)=O,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.24,,,,
138,10.1021/ja208286b,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,CC1=CC=C(S(=O)(Cl)=O)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,,,C1COCC1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.28,,,,
139,10.1021/ja208286b,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,CC1=CC=C(S(=O)(Cl)=O)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,,,CC1=CC=CC=C1,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.05,,,,
140,10.1021/ja208286b,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,CC1=CC=C(S(=O)(Cl)=O)C=C1,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,,,N#CC,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.62,,,,
141,10.1021/ja208286b,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,O=S(C1=CC=CC=C1)(Cl)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,,,N#CC,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.7,,,,
142,10.1021/ja208286b,,,,,,,C1(C2=CC=CC=C2)=NC=CC=C1,,,O=S(C1=CC=C(C(C)(C)C)C=C1)(Cl)=O,,,,,,,CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-],,,,,,,,,,N#CC,,,,CC(O1)(C)C(C)(C)OB1C2=CC(C3=NC=CC=C3)=CC=C2,0.72,,,,
